text	label
흠...자세가 이상한건지 맨몸으로 하는거보다 자극이 없네요	0
잘못왔어요. 그당시 바빠서 반품처리를 못했네요..	0
배송 개느림 2주일 넘게 걸림 다시는 안시킬예정 무슨 품절이라고 알림톡 1번 오고 끝임 주문시에 공지라도 하든가 품절이라고 입고시켜놓고 주문을 받든가 치약 1개에ㅡ만원넘게받으면서 crm 개판임	0
에효..이거 구매하고 설치후 다음날 바로 버렸네요 ㅡㅡ앞유리 썬팅 찢기고ㅡㅡ휴	0
부탁하기 쉽고 싸고. 잘 보여요👍👍👍👍	1
붙이기진짜쉽구요 한번에성공했구 타사케이스랑도 맞아떨어져서 끝에 울림이라고해야하나 그런게전혀없습니다. 삼성정품필름만 두개째썼는데 전혀뒤지지않구요 매우만족스러워요. 필요할때 또구매할게요	1
저렴한건 저렴한이유가있네요	0
착용감은 편한데 세탁할수록 모양이 뒤틀리네요. 린넨나시는 처음이라 원래 그런건가 싶기도 합니다.	0
상품은 좋으나 물받이가 뒤틀려 있네요 그래서 걍 설치 했습니다	1
지퍼 부분이 하나가 이상했어요. 반송 과정이 너무 귀찮아서 그냥 쓰고 있습니다.	0
한달넘게 먹어도 질리지 않고 맛있어요	1
정사이즈에요 편하고 좋아요	1
당일 배송이라 넘 좋네여.. 감사합니다	1
덧바를선크림 찾다가 발견했어요~ 가볍게 바륵 넘 좋네요~~	1
재구매 예정입니다~~ 저 요리사인것 같아요 ㅋ	1
혹시 필요할거같아서 다른거 사는김에 샀어용ㅎㅎ	1
배송의 경우 3주가 넘게 걸렸고 언제 배송이 될지 연락하기 전까지 알려주지도 않고 그냥 오래 걸려도 상관없고 막 쓰실거 필요하신분이 구매하시면 될거 같습니다~	0
함께 구매한 체리와 비교하여 안쪽에 내피사 덧데여지지 않아 불편합니다. 비교하여 스판 감이 덜합니다.	0
재구매 제품 품질 빠른 배송	1
글씨문구만제대로였어도최고인데. 글바꾸기전까지는 생신으로오네요 주의하세요	1
괜찮은데...포장이 무성의해요! 선물은 안 되겠어요	1
방송에서는 엄청 광나고 하던데 저는 약간 뻑뻑한 느낌이라 별로네요~~	0
물품 잘 받았습니다. 다행이 파손되지는 않았네요. 물건 사이즈는 사이트와 동일하고 색상도 큰 차이는 없습니다. 다만 마감처리가 견고하지않습니다. 책상이 약하여 흔들림이 크네요. 가격이 저럼하니깐 그 가격에 만족하고 사용합니다.	1
어머니가 좋아하셨어요 참고로 저도 마음에 들어요!	1
훔.. 맛이 없어요.. 한번 먹고 안먹고있어요 ㅠㅠ 너무 건강한맛같기도	0
너무 ㅁ노란빛이 많이 돌아요	0
제가생각하던 크기대로왔어요ㅋ 장수조 넉넉하고 잘쓸께요ㅋ	1
큰 사이즈 양말이 있는지 이번에 알게 되었네요 완전 좋아요	1
때 안 밀려요...	0
가격대비 디자인은 괜찮우거같은데...덥네요. 약간 작은것도 같고...	0
ㅋㅋ 밑 받침이 4개를 버티기엔 좀 부실한 감은 있지만 앞으로 고꾸라지지 않게 사이에 넣었어요^^ 잘 쓸게요~	1
무심코 한 번 써보자 싶어 주문해서 쓰고 있는데 뚜껑을 돌려서 열어야 하는 불편함이 있고 치약 성능이 좋은 지는 판단이 어려움. 재주문 의사 없음	0
재구매 바로전에 주문한건 촉촉하고 맛있었는데 이번껀 퍽퍽해요 같은상품이 아닌가봐요 ;;;	0
따뜻하고 통기성우수 착용감까지 좋아요	1
팥이 많이 안달아서 많이먹을수있어요	1
케이스가 안쪽이 두툴두툴한 부분이 있었어요.... 폰에 기스 났습니다 하 지문 방지는 어디가 되는건지 모르겠어요 지문 엄청 찍혀요 처음 꼈을때 예쁘긴 했어요	0
아이들이 향기좋다고 난리네요. 저는 향은 별로..효과가 있는지는 써봐야알듯해요	0
타 쇼핑몰에서는 19000원 이네요	1
녹슬고더럽습니다 녹슨게 조립때다떨어지고 대박입니딘	1
곰팡이핌 산지 3일만에 곰팡이펴서 죄다 버렸어요ㅡㅡ 당근이 다 갈라져있어서 금방 맛이 가버렸네요 아뇌ㅡ	1
캐나다 산이 아닌듯 꼭 중국산같아요 맛도 별로네요	0
해외배송이라 조금늦었지만 가격이 저렴해요^^	1
사이즈가 큽니다 적힌 길이 보다 훨 큰 느낌이요 수선비가 더 나옴 ㅜㅜ	1
스타글러브는 항상 만족합니다. 만듦새도 좋고, 재질도 좋고, 내구성도 좋습니다. 다만 26사이즈가 조금 크게 나왔으면 좋겠어요 ^-^	1
색상 디자인 땜에 구매했는데 생각보다 활용도가 떨어지네요 차라리 떰블러가 나을듯 잘 안쓰게 되요ㅠ	0
거품같은게나오는데..이건괜찮은거죠?ㅜㅜ방닦는용으로샀긴하지만요	0
마늘이 넣으라던데 따로 구매하는건가요? 안에없돈데요.	1
아이보리 주문했는데 거의 그냥 흰색으로 보이긴 해요 깔끔하고 폭신한 느낌이라 좋아요	1
튼튼합니다. 가성비가 좋고 여러 게임을 할 수 있습니다. 큐대 하나가 휘어져서 별 한개 뺍니다.	1
재구매 마니 시켰더니 떫은감이랑 무지 석여있고 떨버서 울강아지도 못주고 서비스도하나 없고 다시는 안시킬랍니다	0
포근이 아닌 퍼근.. 햇 감자가 아닌듯??	0
현관이 깔끔해졌어요^^♡	1
유격이 쉽게 생기고 벌어져서 떨어질거같음 흠	0
잘 쓰고 있어요 다 쓰고나면 재구매 각이네요 간편해서 넘 좋아요	1
솔직히 좀 실망했습니다. 오징어 순대는 너무 뻑뻑하고 아바이 순대는 누린내가 너무 심해서 한점 먹고 말았습니다.	0
냄새가나지않아서 좋은데 소독이 잘 되는건지는 모르겠네요	1
재구매 항상 쓰던거인데 좋네유 :-)	1
저는발이아파서 처박아놓고 안쓰고잇어요	1
배송이 7일 걸렸어요. 주문은 10일 오전에... 도착은 17일 저녁	0
슈퍼믹스 통포장상태가 하나 뜯어진채로 배송왔네요 누가 뜯어서 먹다 반품처리 한거같네요	0
물건이 휘어서 왔네요	1
맞는 차종에 골랐는데 사이즈 안맞습니다 재질도 별로	0
디자인은 너무 예쁘고 좋은데 ~ 밥상으로 쓰는데 김칫국물 바로 물들구요 일러날때 상에 기대서 일어나다 .. 기울어버려서 밥상 엎어버렸어요 ㅜㅜㅜ 많이 약해요	0
가격 성능 매우 만족해요 잘쓰고왔어요	1
일하느라 필요했는데 만족합니다. 일하느라 필요했는데 만족스럽습니다. 60센치라서 딱 적당하고요 두깨도 제가 원하는 두깨라서 너무 좋네요. 생각보다 가볍구요. 추천합니다.	1
온도를 아무리 높여도 색이 변하지않네요	0
재구매 좋은 제품인거 같아요~~	1
귀여워요~~ 아이가 좋아해요	1
저렴하게 잘 산것 같아요 배송 하루만에 왔네요~ 빠르고 좋습니다 ^^ 다음에 또 이용할께요	1
재구매 좋습니다 약간 미끄러지는 느낌이있지만 맨바닥보다는 훨씬좋아요	1
기대했던거 보다상품이 별로입니다..	0
아직 설치를 못했어요 좋겠죠 뭐 빠른배송 감사합니다	1
이쁘고좋아하네요^^	1
질문에 상세한 답변 감사합니다. 배송도 빠르고 물건도 좋습니다.	1
품질이 좋고 배송이 빨라 좋아요.	1
옛날 그 느낌이 없어요... 게임이 중복이 많네요... 리스트도 ㄱㄴㄷ순서도 아니라 찾기 힘들어여	0
꾸준히 사용후 효과보면 계속 살 예정입니다.현재 잘 사용중.용기가 조금만 더 쿠션이 있었으면합니다.	1
한번신었는데 이렇게 되네요 일회용인가요? 나머지도 다그렇네요..	0
스피커부분의 구멍이 맞지 않습니다.	0
맛있게 먹고 리뷰 다시 남기겠습니다	1
주문후 수령까지 최악입니다 리뷰쓰기도 넘 힘드네요 맞춤제작 전화설명 듣고 고대로 11-6일 주문했으나 잘못되서 문의해도 답없어서 직접통화하니 주문접수 않됬다고 하여 11/12제주문했지만 라운딩처리 않되어 전화하니 가위로 직접자르라고 설명주시네요 ~	0
너무 먹기 힘든맛이여요ㅡㅜ 효과는 몰라요 2일만에 포기ㅡㅜ	1
무게감이 있어요 나쁘지 않아요	1
선물 받고서 맛있어서 주문했어요 배송 빠르네요	1
바람이 좀 덜들어오긴하는 것 같은데 찍찍이 붙히는 사이즈랑 비닐에 있는 사이즈랑 좀 다른건지;; 좀 안맞네요..ㅠ 찍찍이는 오지게 잘붙어서 좋은데.. 이것때문에 바람이 좀 많이 들어와요.	1
재구매 재주문 입니다. 항상 좋습니다.	1
아이들이 잘먹네요 만족합니다~	1
베이지는 생각보다 핑크빛이 많이 돌아요. 그점만 뺴면 가성비 좋아요!	1
마시지할때 썩어써도 괜찮습니다.	1
제법 튼튼합니다. 길이 최대 110인데 성인 평균키라면 문제없는 길이네요. 다른 업체의 가격보다 저렴한데 제품은 동일한듯합니다.	1
굿굿좋아요 배송빠르고 이쁘고 다좋은데 발볼이 너무 쪼여요..발터지겠어요 혹시나해서 큰거시켰는데 많이쪼이네요..	1
설치 간편하고 귀여운 디자인이라 아이가 무척 좋아하네요~ 잘쓸께요~	1
이거 원래 끝이 이렇게 휘어 있는건가요??	1
너무 잘 떨어져서 이거 뭐 .. 붙이나 마나예요	0
연결속도가 너무 느려요 ㅜㅜ	0
너무 작고 불을 조절할수없어서 만족스럽진않네요	0
재구매 의자 바닥 밸런스가 좀 안맞아요. 그리고 나무 손잡이 부분이 조금 깨져서 왔고 배송 도착하니까 냄새가 너무 났어요 ㅠ	0
개봉해서 곰팡이가있어서 놀랬고 대부분 말라비틀어져있었어요. 에어프라이기로 군고구마 해먹었는데 아무맛도 안나기는 처음이에요.	0
퀸즈 글루 괜찬아여~^^*세번째 쓰고 있는데 괜찬아서 자주 구매하게 되네여^^*	1
배송 빠르고 수평 잘 나와요.	1
팩촉촉하고 좋아요 선물용으로도 좋을듯	1
기대 이하의 복원력 다른 3m 필름에 비해 복원력이 현저하게 떨어지네요. 손톱으로 눌러도 안없어지네요 표면에 필름이 붙어있어 늘어남은 적으나. 그에 비례하여 탄성이 떨어져 복원력 저하도 있는거 같습니다	0
고기 색깔이 노란게 안좋은 상태의 고기였어요.냄새나고,질기고,진짜 별로 입니다.	0
실물이 너무너무 싼티나요. 레자인조가죽같고 부드럽다는 가죽은 부드러움을 넘어 미끄러움에 가까워서 발얹으면 미끄러지고 집소파랑 컬러마저 안맞고ㅜ 구매후회되네요	0
2번째구매 먹기 편해서 좋음	1
상담도 잘해주시고 당일배송이라 바로 받아서 너무 좋았어요! 큰사이즈나 다른 모델도 구매하고싶을만큼 예뻐요:-)	1
감이 너무얇아요 후줄한데 반품비가 아까워 그냥 입으렵니다	0
바로배송이었지만 바로배송 안되고 물건받는데 10일 가까이 걸렸습니다. 하지만 판매자 피드백은 빠른편이네요. 일리커피머신 물튀김현상 듣던대로 심해요. 물건은 하자 없이 잘 받았어요.	0
꼼꼼하고 싱싱하고 너무너무 신선한 야채 감사히 먹겠습니다 재배하시느라 수고 많이 하셨어요 맛나게 먹겠습니다~^^♡	1
장난감 좋아하는 강아지한테 효과 좋을것같아요 장난감을 워낙 안좋아해서 간식 끼워넣었더니 가지고놀아요 적응기간이 필요할것같아요	1
타사제품과 비교해도 가성비포함 저렴해서 좋은거같습니다 라인도 잘잡아주고요 입어보고 재구매해야되겟어용	1
양지뜰 사골분말(골드)500g 사골가루 사골분말골드 조아요	1
약해서 못쓰겠네요~폐기처분..!!	0
블루투스가 가끔씩 끊겨서 소리가 들렸다안들렸다 합니다 처음엔 멀어서 그런가보다했는데 다른 스피커는 더 멀리서도 잘들리고 이건 바로 근처에 가져다놔도 여전히 끊깁니다 최악이네요	0
가성비좋아요 매일 사용하려고 대량구매하고있습니다 다쓰고 또 들를게요~~^^♡	1
너무 불편하고 발등있는 부분 양쪽다 떨어져서 딱5번신고 버림	0
색감도 이쁘고 베스트입니다!	1
배송도 빠르고 단호박 맛도 너무 좋아요!	1
한국형 코드로 잘산것같습니다.	1
리퍼긴한데.. 너무 꼬질해요 ㅋ	0
큰 사이즈 주문했는데 크기에 비해 빈을 넣을 수 있는 양이 너무 작아요. 정말 딱 한 번 먹을 수 있는 양이네요. 뚜껑 여는 것도 힘들고 플라스틱이라 깨질까봐 힘조절하는게 어려워요. 비추합니다.	0
비행기에서 사용하려고 구매했는데 ㅠㅠ 너무 불편해요 ㅠㅠ	0
핑크랑 두개 샀는데 이 색이 더 이뻐요	1
일단 구매확정은 누르는데 배송시에 사전 연락도없어서 3일전에 온지도몰랏네요 찾아보니 마당구석에 포장안됀 쉐이크통만 쳐박혀잇네요... 박스는 누가뜯엇는지 스푼은 온데간데없고...	0
사이즈가 작아서 만족합니다 수건이랑 속옷 양말정도는 괜찮네요	1
좋아요 선물용으로 1+1 삿는데 가격도착하고 무엇보다 이쁩니다 유용하게 잘 쓰일거같네요 번창하세요 ㅋㅋ	1
아이가 줗아해요~~	1
빌릴 줄 알았는데 하나도 안비리고 맛있어요	1
포장이 깔끔해서 선물용으로 좋네요~	1
사용하기 힘드네요	0
투박하고 생각보다 커요,, 인테리어 용으로는 비추...	0
집사들 사이에서 소문나서 구매했습니다. 아쉬운점은 받침대가 약간 무게가 있었다면 좋았겠지만.. 나름 만족합니다.^^	1
나무 색상이 예쁘고 수납 공간도 충분합니다^^ 오븐과 사이즈가 딱 맞아서 너무 좋아요❤ 사장님께서 정말정말 친절하시고 배려를 많이 해주셔서 기분좋게 물건 받아보았습니다😊	1
기대됩니다	1
1번 100퍼센트 중국산	0
정품을 써야 한다는 생각을 하게끔 하네요	1
옷걸이없이는빨래를많이널수가없네요	1
양면테이프 덕지덕지붙여도 자꾸떨어져요	0
좋아요 만족합니다 깨끗합니다	1
사이즈도 예쁘게 딱 맞고 딱 상상했던 색감에 촉감이에요 좋아요~	1
와 개이쁘다 내가 원했던 느낌~~	1
정말 비계많고 껍질 딱딱하고....	0
검수도 안하고 보내시나봐요 박음질도 엉망이고 박다가 말았고!! 아무리 주문량이 많아도 검수는 제대로 하셔야죠 바로 입어야되서 어쩔수없이 반품하진 않습니다	0
타사보다 나을줄알고 샀는데 패드도 두껍고 사이즈 커서 오히려 별로	0
아가들 차량에 사용하기 좋아요. 그림도 아가들이 좋아하네요.	1
잘받았습니닫많이파세요	1
다리미판이 새것이 되었네요^^?	1
빨대조아요	1
임신 7개월 임산부인데 침대 비좁을까봐 일자모양의 바디필로우 사려다 가격이 괜찮아서 주문했는데 이쪽 저쪽 돌아눕기도 좋고 만족해요. 머리부분이 조금 빨리 꺼지는거 빼고요~^^;;	1
일반 각크릴과 크게 다를게 없는거 같습니다..	0
9부 길이에 대한 감이 없어서 좀 짧은감이 없지않아 있지만 그래도 가격대비 만족도가 높습니다. 잘 입을게요 감사합니다.	1
재구매 손잡이가 불에 닿았는지 일부 녹아 보기 싫었는데 바꾸고 나니 새 밥솥 같아요~	1
항상 애용중입니다 기호성도 좋고 모두 만족해요~	1
저번에 좋아서 이번에 재구매 했는데 너무 물컹물컹한게 많고 상태가 만족스럽지 않습니다. 재구매 한게 잘못한거 같다는 생각이 드네요..	0
사이즈에비해 어깨길이가 너무 작은거같아요.. 색상도 화이트주문했는데 아이보리색처럼 보여요;;	1
콩이 쭈글쭈글하고 신선하다는 느낌이 1도 안드네요. 물에 담그니 바로 쭈글해져요..ㅠㅠ 다음엔 여기서 안살거같아요.	0
배송이별로였음 내가들고와야함	0
불은 들어오는데 전기 연결부위가 딱 꼽히는 느낌이없어서 살짝만 당겨도 빠지네요 .. ...난감하네	0
인생바지 입니다 재구매 500000프로	1
바닥이 미끄러져요 고무받침이아니라 약간 플라스틱받침이네요 ;	0
별로예요 너무 끈적여요 그닥 달지도 않아요	0
마법가루 뿌리면존맛	1
재구매 무난하고 좋습니다! 가게에서 쓰는데 항상 잘 먹고 있어요.	1
시원해요 배송은 빠릅니다 만족	1
사이즈도 낙낙하니 좋네요 재질도 이 가격치고는 좋은거같아요 운동하면서 입어봤는데 이질감 없고 좋습니다 다음에도 구매하려구요	1
배송 상태 너무 심해요	0
너무 약해요 그리고 모서리가 날까로워서 다칠수도 있어요	0
다람쥐 쉼터(?)만들어주려고 구매했는데 실이 너무 짱짱해서 만들때 약간 힘들긴하지만 다 만들고나니 견고하고 좋아요 할때 좀 느슨하게 잡으면 뜨개질하기 수월하더라구요	1
리커버링을 활용할 수 있는 컨테츠가 많아졌으면 좋겠어요!	1
깍둑모양인지 알았는데 거의 짜투리 수준이었는데 잘익은거라 맛은 좋아서 다먹었어요	1
그랜저hg 15년식 맞지않습니다. 설치할수없어요. 그랜저 차주분들은 신중히 구매결정하세요	0
어머니가 맨날 끌어안고 주무시네요^^	1
그냥그래요 작아요 아주 볼이 작아요 좀 큰게 나을거같아요	0
1제가 냄세가 있고 효과는 미용실 1/5 좀안되게 가라 앉음.드라마틱 효과는미용실이 날듯 싶어요	0
배송 빠르고 포장 잘되있고 치수 정확하고. 정말 만족합니다	1
별로에요...................ㅠㅠ	0
태열에 효과 굿. 왜 좋다 하는지 알았어요.	1
아마 10년 넘은 에어컨이구요. 누가 쓰던 리모컨이 찝찝해서 고민하던 중 이런게 있었네요. 첫날 좀 헤맸지만 작동ㅈ잘 되네요. 꺼짐.켜짐 예약이 중요했는데 잘 돼요.	1
항상 잘 먹고 있습니다!!	1
색상이 잘못와서 교환절차 문의 드렸는데 사과는 한마디도 없으시고 교환 절차만 딱 말씀해주셔서 조금 기분이 상했네요 교환접수하고 회수, 재배송 기다리기 귀찮아서 그냥 쓰지만 후기 보니 이런 경우가 꽤나 많은데 잘 확인하고 배송해주셔야겠네요	0
잘받았습니다.발이 다른사람에 비해 큰 편이 아니라 양말이 좀 크네요.저에게는 조금 커요.그래도 깔끔하고 괜찮아요.	1
마감처리가아쉬웧어요	1
첨에 불량인가 놀랬는데 설명서를 잘 읽어야 겠어용 ㅋㅋ 저렴한 가격에 빠른배송 굿굿	1
작아도 너무 작아요 한입이 이렇게 작은건지 몰랐어요 ㅜㅜ	0
우리 아기 첫 기저귀가방으로 구매합니다. ㅎ	1
생각보다 이쁘고 아기침대에 걸어놓으니 생각보다시원해요불도들어오고^^한번충전해놓으면 꽤오래가요~~만족합니다	1
내용이 균일하게 들어있다 않고 마구제비였어요.	0
너무작아서 놀랬어요..이정도크기에 이가격이면 동네앞서사먹는거랑똑같음	0
광고보고샀는데 별루 그닥	0
요번껀 쫌 실망이예요. 한번 빨았는데 보풀이..	0
한달 사용했는데, 넘 만족합니다.	1
베이비룸에 쓰려고 구매했어용	1
휴 배송이 나무너무 느려요. 대한통운 너무느려여. 아직 받아보기 전이에요.제대로된 상품받고 싶은네	0
생각보다도 사이즈가 작네요 이마에 올려서 사용하기는 적당할거같은데 다른 부위는 너무 작아서 불편할거같아요	0
박스가 다 터져서 왔네요. 마스크 분실은 없어 다행이지만 포장에 좀 더 신경을 썼으면 합니다.	0
생각보다 너무 좋아요 그리고 다들 너무 예쁘데요	1
솔직히 별1개도 주기싫은데 짜증나네요. 제품에 문제가 있어 전화 연락하면 매번 부제중이라고하는데 누구한테 연락해야합니까? 제품 사용하고 하루 정도 지나고 부터 접촉 불량으로 충전이 잘않됨. ㅠㅠ 너무합니다	0
무거워요~~~~~~~~	0
절대 비추 머리만 크고 1도 안시원함 6시간 충전후 20분 연속 사용하고 꺼짐. 불량인지 뭔지 모르겠지만ㅡ밧데리도 썩었음.안시원함.	0
다른집에서 해보고 애들이 사달래서 사줬는데 제품은 큰이상없으나 내용물 속에 엄청난 가루가 덩어리로 뿌려져있어서 교환도 귀찮고해서 물티슈 30장정도로 닦았습니다 그것말고는 애들이 잘가지고 노네요	1
재구매 썩은고구마가 5-6개 확인되었어요 그리고 긴상 싸이즈가 평소보다 넘 큰게 왔어요	0
좋아용. ㅋ 실용적이네오	1
생각보다 소재 퀄리티가 많이 아쉽네요 ...	0
크기는 정사이즈고 led광량은 약한 느낌입니다. 일반 전구색 보다 약한 느낌입니다. 그 외 품질 포장 만족합니다.	1
당일 로스팅이 무색하게 배송은 느리고 신선도가 떨어지네요.	0
구매하시기전에 이 글을 꼭 보셨으면 하네요. 일단 다른싸이트가 훨씬 쌉니다. 클래식과 프리미엄이라는 명칭만 틀린데 판매자에게 문의결과 같은 제품이라고 합니다. 손해보는 분 없으시길	0
신선해요 근데 좀덜달고여문것같아요	1
완전 가성비 갑입니다	1
잘 받아서 맛있게 잘 먹고 있습니다~!!!!	1
양면이라 좋아요. 털있는 부분은 더워했는데 뒤집어주니까 잘 자네요. 3.9kg 허리가 좀 긴 푸들이예요. 근데 바닥천이 얇은 부직포같은천이라 몇번세탁하면 어찌될지...그거 빼곤 좋네요	1
사이즈에 감이 없어 생각보다 커서 놀랐는데 너무 이쁘고 좋습니다	1
종이여과지없이 쓸수있고, 크기도 커서 진하게내려먹기좋습니다~~	1
작은 테이크아웃 컵은 견고하고 쓸만합니다 근데 큰 테이크아웃 컵을 올려놨더니 차가 좀 덜컹거리니 제품이 송풍구에서 빠져버리면서 커피 다 쏟았네요 하루 쓰고 버렸습니다	0
신선하지는 않은거 같습니다.	0
얼마전에 구입하고 품질이 좋아서 또 구매했는데 나무판이 부서진걸 보내주셨더라구요 사진을 찍어놨는데 못찾겠네요 반품하고 다시 받을 여유가 없어서 대충 쓰고있습니다..	0
완전좋네요 빨래나눠담기 진작할걸그랫나봐요ㅠ 맨날뒤지고했는데 세상간편 디자인도 억수이쁩니다!	1
실물이 더 좋습니다. 퀄리티가 좋아요.	1
키도낮고 신발널어놓는 고리도 없고	0
추천요 만족합니다. 일단 가격대비 상태 좋구요 가볍고 사용하기 만족스럽네요. 추천합니다. 잘사용할께요	1
가격이싸서 좋은데그만큼 약해요ㅜ	1
등길이가 생각보다 작아서 당황했지만 등자체는 좋아요~	1
후기가좋아서 구매했어요~생각보다 냄새차단이 잘될것같아요^^ 20리터봉투도 잘맞네요~사용하다 또 구매할려구요^^	1
피사의 사탑마냥 기울여져 왔네요. 뒤에 고정시키는 스탠드가 삐뚤어진 거 같아요. 균형은 맞아서 씁니다~ 디자인은 괜찮아요.	1
상품무사히잘받았습니다.	1
크기도 딱 맞고 깔끔하게 셋팅했어요	1
배송도 느리고 품질도 그냥그래요	0
4일째먹고있는데ㅡ젖이안느네요	1
버츠비가 강아지 샴푸로도 나왔길래 바로 주문했어요! ㅎㅎ	1
색상이 다양해서 깔별로 신길수 잇을거 같앙ㅎ	1
주문 후 배송이 빠르고 여름에 쓰기에 두께도 적당하네요. 너무 조이지 않아요	1
와이파이 기기에 문제가 있어서 충전기에 꽂아놓은 상태로 써야 겨우겨우 접속되고 그나마 충전기 헤드도 고장난상태로 줘서 내껄로 충전했음... 제발 아무생각없이 넘겨주지말고 이상있나 확인좀하길 바람...	0
재구매 투피스를 원피스로 보고 결제한 제 탓이기도 하지만.. 투피스로 상의만 결제된 가격이라면 가격이 많이 비싸네요	0
구매평을보고 구입했는데 생각보다 별루네요 기름이 너무많아 우동사리를 삶아먹기도 뭐하구요! 재구매 의사가 전혀없네요	0
괜찮긴 한데 온도 오르내리는게 2~3분 걸리네요. 한~~ 참 들고 서서 기다려야 함... 24도 25도... 26도..... ... 27도... 28도.... 서서히 오르내림요...	1
아이가 좋아해요^^ 그런데 욕실 타일눈줄에 자국이 남네요ㅠ	1
물품5개주문했었는데 1개만왔었고 나중에서야4개받았어요...	1
루즈핏이 딱 알맞게 좋은것같아요~! 재질도 시원한게 마음에듭니다~	1
디자인 색상 다 이쁘네요...	1
가성비는 진심 최오네요	1
곰팡이는 여전히고 젤만 물로만은 안씻기네여 ㅠ	1
두번째 구매 효과는 잘몰겠고 조ㅓ아지겠지 하는 심정으로 먹여요	1
배송빠르고 괨찮아요	1
기대치가 너무 높았나보네요	0
제품 배송이 느려서 아쉬웠습니다.	1
다른음료2잔으로 교환안되서 안좋아요	0
생각보다 엄청 크다 느낌은 아닌거 같지만 만족스러워요	1
재구매 배송이 좀 오래걸린것만빼면 은은한 삼나무향에 견고하고 깔끔하니 맘에 들어요. 더구나 마무리까지 깔끔하게해주신 친절한 배송기사님 덕에 기다린 보람있네요. 배송기사님 감사합니다~~	1
상품은 안써봐서 모름 택배넘느림	0
한달사용후기는 가정용으로는 별로입니다 거품용으로 사용했는데 정말 별로임	0
고기가 자투리를 잘라내고 한덩어리로 작업해서 보내주신다고 상품설명에 봤는데 찢겨진 고기가 왔네요. 반품하기도 그래서 우선 먹긴하는데 아쉽네요	0
재구매 배송이 빨라서 항상 마지막롤 사용할때 주문합니다~~^^	1
너무 귀여워요 ㅠㅠㅠ 스위치 네온에 장착했는데 쫀쫀하고 좋네요!!	1
가슴둘레 60이라서 샀는데 입어보니 이상해서 재봤더니 58~58.5정도로 측정되구요 은근 이게큰차이인지라.. 너무저렴하게사서 반품은 못하겠고 허허...... 그래요	0
막걸리로서 특이한 향 맛이 호불호가 있을 듯 하다.	1
사진보다 색상은 어두운편이고 배송은 엄청 느려요 ㅠ	1
깊게 확인 불가 가끔 쓰기엔 ㄱㅊ	1
재구매 재구매 5번째입니다 마니 파세요~	1
신발 예쁘고 이것만신고있어요ㅎㅎ	1
포장도 깔끔하게 오고 패치도 잘쓸게요~	1
배송은 빠르고 모자 색상도 맘에 들고 가격도 저렴합니다. 모자 안쪽 정수리쪽에 조그만 구멍이 나 잇어서 불만입니다. 교환 귀찮아서 걍 사용합니다.	1
계속 애용하는 제품이에요~	1
이상하네요 이전에 여기서 샀던 도마는 1년 넘게 잘썼는데 이번에는 당근 좀 다졌다고 저렇게 되어버렸어요 더 비싸진 가격으로 구매했는데 속상해요	0
가격이 싸고 맛도 괜찮습니다~~	1
심플한데 로고가 포인트 되고 좋네욯ㅎㅎㅎ	1
얼굴에 닿는면이 부드러워서 자극없어 좋은데 말을 많이 하게되면 입닿는부분이 축축해져서 쉽게 마르지 않아요... 말많은 아이들은 잘 못하고 어른이 사용하기엔 좋은거같아여..	1
롱셔츠! 제 기준에선(168) 허벅지 반정도 못덮는데 원래 이정도를 원했던터라 맘에들어요! 다만 품이 좀 크달까ㅠ 옷 받았을때 그 특유의 냄새때문에 한 번 빨고 입으셔야할 듯 옷은 이가격대면 잘 샀다는 느낌!^^	1
왼쪽 고무장갑이 살짝 찢어져왔어요.. 쓰지도 못하고 한짝을 버렸네요.	1
학원 공부 하는 친구 선물 했는데 넘 좋아해요	1
더운날씨에도 포장을 꼼꼼히 해주셔서 잘받았습니다	1
배송기사의 불친절	0
기름냄새도많이안나고 맛있어요	1
기름져요... 단짠단짠을 생각했는데 그냥 텁텁한 맛 밖에 안나서 두개만 집어먹고 구석에 놔뒀어요. 나머지 어떻게 먹지..ㅠㅠ	1
면도 좋고요. 패드는 조금 작은 듯 하지만 가격이 저렴하니까요. 건조기에 돌려도 좋네요. 깨끗하고 산뜻해요. 가볍고요.	1
재구매 항상 감사합니다 포장도 깔끔하고 배송도 빠르고 또 주문할께요 그런데 젓가락이 저번에도 이번도 모자르네요 다음 주문때는 많이 주세요 12개 밖에 안들어 있어요 ㅠㅠ	1
ㅓ배송 굿 상품 굿 감사요	1
보통55도작은듯해요 브라하고셋트로구입했는데사이즈가너무작아서초등학생이입으면맞을것같아요	0
배송 개느리고 배송기사 불친절함. 다리 2개 안옴.	0
좋은지는 모르겠지만	1
별로인제품운동효과없음	0
후기보고구매했는데 맛별로...	0
노답 내구성이 너무 약합니다 사용하다보면 떨어뜨릴도 있고 그 일도 많은데 정말 정말 성능도 좋지 않고 별로 추천 드리고 싶지	0
이돈주고살필요 는없음	0
제품 소개랑 같아요. 아직 야외에서는 안 써봤는데 기대됩니다.	1
오트밀팩 꾸준히 썼었는데, 이 제품은 알레르기가 심하게 올라옵니다. 잘 맞던 곡물가루여도 제품이 바뀌면 테스트 후 하루 지난 뒤 팩하는게 좋을 것 같아요.	0
아직써보지않았지만 늘쓰던거라 만족합니다	1
